intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,survey_rep,year,species_lump,name_1990,name_2000,number_of_hits,number_of_transect_locations,percent_cover
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pollicipes polymerus,Pollicipes polymerus,Pollicipes polymerus,4,1049,0.381315539
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pollicipes polymerus,Pollicipes polymerus,Pollicipes polymerus,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pollicipes polymerus,Pollicipes polymerus,Pollicipes polymerus,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pollicipes polymerus,Pollicipes polymerus,Pollicipes polymerus,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Polyneura latissima,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Polyneura latissima,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Polyneura latissima,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Polyneura latissima,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Polyneura latissima,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Polyneura latissima,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Polysiphonia spp,Algae/plants,Other red algae,1,1166,0.085763293
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Polysiphonia spp,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Polysiphonia spp,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Polysiphonia spp,Algae/plants,Other red algae,6,1303,0.460475825
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Polysiphonia spp,Algae/plants,Other red algae,1,1156,0.08650519
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Polysiphonia spp,Algae/plants,Other red algae,1,1144,0.087412587
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Potamilla occelata,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Potamilla occelata,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Potamilla occelata,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Potamilla occelata,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Potamilla occelata,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Potamilla occelata,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Primavelans insculpta,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Primavelans insculpta,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Primavelans insculpta,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Primavelans insculpta,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Primavelans insculpta,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Primavelans insculpta,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis angusta,Algae/plants,Other red algae,1,1166,0.085763293
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Prionitis angusta,Algae/plants,Other red algae,1,1109,0.090171326
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Prionitis angusta,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis angusta,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Prionitis angusta,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Prionitis angusta,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis cornea,Algae/plants,Other red algae,3,1166,0.25728988
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Prionitis cornea,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Prionitis cornea,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis cornea,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Prionitis cornea,Algae/plants,Other red algae,1,1156,0.08650519
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Prionitis cornea,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis filiformis,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Prionitis filiformis,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Prionitis filiformis,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis filiformis,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Prionitis filiformis,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Prionitis filiformis,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis lanceolata,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Prionitis lanceolata,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Prionitis lanceolata,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis lanceolata,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Prionitis lanceolata,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Prionitis lanceolata,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis linearis,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Prionitis linearis,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Prionitis linearis,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis linearis,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Prionitis linearis,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Prionitis linearis,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis sternbergii,Algae/plants,Other red algae,1,1166,0.085763293
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Prionitis sternbergii,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Prionitis sternbergii,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Prionitis sternbergii,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Prionitis sternbergii,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Prionitis sternbergii,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pseudochama exogyra,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pseudochama exogyra,Animals,Other invertebrates,1,1109,0.090171326
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pseudochama exogyra,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pseudochama exogyra,Animals,Other invertebrates,1,1303,0.076745971
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pseudochama exogyra,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pseudochama exogyra,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pseudolithoderma nigra,Algae/plants,Other brown algae,3,1166,0.25728988
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pseudolithoderma nigra,Algae/plants,Other brown algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pseudolithoderma nigra,Algae/plants,Other brown algae,15,1049,1.42993327
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pseudolithoderma nigra,Algae/plants,Other brown algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pseudolithoderma nigra,Algae/plants,Other brown algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pseudolithoderma nigra,Algae/plants,Other brown algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pseudomelatoma torosa,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pseudomelatoma torosa,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pseudomelatoma torosa,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pseudomelatoma torosa,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pseudomelatoma torosa,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pseudomelatoma torosa,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterocladia media,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pterocladia media,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pterocladia media,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterocladia media,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pterocladia media,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pterocladia media,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterocladiella caloglossoides,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pterocladiella caloglossoides,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pterocladiella caloglossoides,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterocladiella caloglossoides,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pterocladiella caloglossoides,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pterocladiella caloglossoides,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterocladiella capillacea,Algae/plants,Other red algae,42,1166,3.602058319
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pterocladiella capillacea,Algae/plants,Other red algae,38,1109,3.42651037
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pterocladiella capillacea,Algae/plants,Other red algae,107,1049,10.20019066
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterocladiella capillacea,Algae/plants,Other red algae,21,1303,1.611665388
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pterocladiella capillacea,Algae/plants,Other red algae,21,1156,1.816608997
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pterocladiella capillacea,Algae/plants,Other red algae,26,1144,2.272727273
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterosiphonia baileyi,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pterosiphonia baileyi,Algae/plants,Other red algae,1,1109,0.090171326
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pterosiphonia baileyi,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pterosiphonia baileyi,Algae/plants,Other red algae,0,1303,0
